"Frequenz (Hz)","Zeit (s)","FFT Mag (arb. unit)"
2.520263672E3,0.000000000E0,5.287944537E1
2.543701172E3,0.000000000E0,4.566059340E1
2.567138672E3,0.000000000E0,3.605774292E1
2.590576172E3,0.000000000E0,5.818062874E1
2.614013672E3,0.000000000E0,4.865794428E1
2.637451172E3,0.000000000E0,6.226338240E1
2.660888672E3,0.000000000E0,4.717691515E1
2.684326172E3,0.000000000E0,5.305876441E1
2.707763672E3,0.000000000E0,5.374516659E1
2.731201172E3,0.000000000E0,5.969398536E1
2.754638672E3,0.000000000E0,5.136195631E1
2.778076172E3,0.000000000E0,6.228744852E1
2.801513672E3,0.000000000E0,3.675397160E1
2.824951172E3,0.000000000E0,4.083033318E1
2.848388672E3,0.000000000E0,5.214240350E1
2.871826172E3,0.000000000E0,5.220725133E1
2.895263672E3,0.000000000E0,5.008217833E1
2.918701172E3,0.000000000E0,6.223832096E1
2.942138672E3,0.000000000E0,5.006770435E1
2.965576172E3,0.000000000E0,5.311013063E1
2.989013672E3,0.000000000E0,3.847895116E1
3.012451172E3,0.000000000E0,5.180156673E1
3.035888672E3,0.000000000E0,3.725093760E1
3.059326172E3,0.000000000E0,3.815701719E1
